index,mid,display_name
275,/m/06hps,"Rodents, rats, mice"
276,/m/06j64v,Middle Eastern music
277,/m/06j6l,Rhythm and blues
278,/m/06mb1,Rain
279,/m/06ncr,Saxophone
280,/m/06q74,Ship
281,/m/06rqw,Ska
282,/m/06rvn,Snare drum
283,/m/06w87,"Steel guitar, slide guitar"
284,/m/06wzb,Steam
285,/m/06xkwv,Mains hum
286,/m/073cg4,Cap gun
287,/m/074ft,Song
288,/m/078jl,Snake
289,/m/0790c,Sonar
290,/m/079vc8,Wolf-whistling
291,/m/07bgp,Sheep
292,/m/07bjf,Single-lens reflex camera
293,/m/07bm98,Sound reproduction
294,/m/07brj,Tambourine
295,/m/07c52,Television
296,/m/07c6l,Trombone
297,/m/07cx4,Telephone
298,/m/07gql,Trumpet
299,/m/07gxw,Techno
300,/m/07hvw1,Field recording
301,/m/07jdr,Train
302,/m/07k1x,Tools
303,/m/07kc_,Theremin
304,/m/07lnk,Trance music
305,/m/07m2kt,Chorus effect
306,/m/07mzm6,Wheeze
307,/m/07n_g,Tuning fork
308,/m/07p6fty,Shout
309,/m/07p6mqd,Slosh
310,/m/07p78v5,Zing
311,/m/07p7b8y,Fill (with liquid)
312,/m/07p9k1k,Sizzle
313,/m/07p_0gm,Throbbing
314,/m/07pb8fc,Idling
315,/m/07pbtc8,"Walk, footsteps"
316,/m/07pc8l3,Snap
317,/m/07pc8lb,Breaking
318,/m/07pczhz,Chop
319,/m/07pdhp0,Biting
320,/m/07pdjhy,Rub
321,/m/07pggtn,"Chirp, tweet"
322,/m/07phhsh,Rumble
323,/m/07phxs1,Ding
324,/m/07pjjrj,"Smash, crash"
325,/m/07pjwq1,Buzz
326,/m/07pk7mg,Wobble
327,/m/07pkxdp,Lullaby
328,/m/07pl1bw,Splinter
329,/m/07plct2,Crushing
330,/m/07plz5l,Sigh
331,/m/07pn_8q,Chopping (food)
332,/m/07pp8cl,Telephone bell ringing
333,/m/07pp_mv,Alarm
334,/m/07ppn3j,Sniff
335,/m/07pqc89,"Trickle, dribble"
336,/m/07pqn27,Bouncing
337,/m/07prgkl,Pour
338,/m/07pt6mm,Grind
339,/m/07pt_g0,Pulse
340,/m/07ptfmf,Stir
341,/m/07ptzwd,Pump (liquid)
342,/m/07pws3f,Bang
343,/m/07pxg6y,Eruption
344,/m/07pyf11,Flap
345,/m/07pyy8b,Pant
346,/m/07pzfmf,Crackle
347,/m/07q0h5t,Bleat
348,/m/07q0yl5,Snort
349,/m/07q2z82,"Accelerating, revving, vroom"
350,/m/07q34h3,Puff
351,/m/07q4ntr,Bellow
352,/m/07q5rw0,"Neigh, whinny"
353,/m/07q6cd_,Squeak
354,/m/07q7njn,"Chink, clink"
355,/m/07q8f3b,Howl (wind)
356,/m/07q8k13,Screech
357,/m/07qb_dv,Scratch
358,/m/07qc9xj,Clicking
359,/m/07qcpgn,Tap
360,/m/07qcx4z,Tearing
361,/m/07qdb04,Quack
362,/m/07qf0zm,Howl
363,/m/07qfgpx,"Jingle, tinkle"
364,/m/07qfr4h,"Hubbub, speech noise, speech babble"
365,/m/07qh7jl,Creak
366,/m/07qjznl,Tick-tock
367,/m/07qjznt,Tick
368,/m/07qlf79,Spray
369,/m/07qlwh6,Squish
370,/m/07qmpdm,Clatter
371,/m/07qn4z3,Rattle
372,/m/07qn5dc,"Crowing, cock-a-doodle-doo"
373,/m/07qnq_y,"Thump, thud"
374,/m/07qqyl4,Boom
375,/m/07qrkrw,Meow
376,/m/07qs1cx,Crack
377,/m/07qsvvw,"Burst, pop"
378,/m/07qv4k0,Scrape
379,/m/07qv_d5,Toot
380,/m/07qv_x_,Shuffle
381,/m/07qw_06,"Wail, moan"
382,/m/07qwdck,Ping
383,/m/07qwf61,Honk
384,/m/07qwyj0,Rustle
385,/m/07qyrcz,Plop
386,/m/07qz6j3,Whimper
387,/m/07r04,Truck
388,/m/07r10fb,Raindrop
389,/m/07r4gkf,Patter
390,/m/07r4k75,Grunt
391,/m/07r4wb8,Knock
392,/m/07r5c2p,Caw
393,/m/07r5v4s,Drip
394,/m/07r660_,Giggle
395,/m/07r67yg,Ding-dong
396,/m/07r81j2,Caterwaul
397,/m/07r_25d,Coo
398,/m/07r_80w,Hoot
399,/m/07r_k2n,Yip
400,/m/07r_r9m,Blare
401,/m/07rbp7_,Whip
402,/m/07rc7d9,Bow-wow
403,/m/07rcgpl,Hum
404,/m/07rdhzs,"Whack, thwack"
405,/m/07rgkc5,Static
406,/m/07rgt08,"Chuckle, chortle"
407,/m/07rjwbb,Hiss
408,/m/07rjzl8,Slam
409,/m/07rkbfh,Chatter
410,/m/07rknqz,Skidding
411,/m/07rn7sz,Shatter
412,/m/07rpk1c,Twang
413,/m/07rpkh9,Moo
414,/m/07rqsjt,"Whoosh, swoosh, swish"
415,/m/07rrh0c,Thunk
416,/m/07rrlb6,"Splash, splatter"
417,/m/07rv4dm,Clang
418,/m/07rv9rh,Clip-clop
419,/m/07rwj3x,Whoop
420,/m/07rwm0c,Clickety-clack
421,/m/07ryjzk,"Slap, smack"
422,/m/07s02z0,Squeal
423,/m/07s04w4,Snicker
424,/m/07s0dtb,Gasp
425,/m/07s0s5r,Strum
426,/m/07s12q4,Crunch
427,/m/07s2xch,Groan
428,/m/07s34ls,Whir
429,/m/07s72n,Dubstep
430,/m/07s8j8t,Roll
431,/m/07sbbz2,Rock and roll
432,/m/07sq110,Belly laugh
433,/m/07sr1lc,Yell
434,/m/07srf8z,Bay
435,/m/07st88b,Croak
436,/m/07st89h,Cluck
437,/m/07svc2k,Gobble
438,/m/07swgks,Gurgling
439,/m/07sx8x_,Squawk
440,/m/07szfh9,Cacophony
441,/m/07xzm,Ukulele
442,/m/07y_7,"Violin, fiddle"
443,/m/07yv9,Vehicle
444,/m/080nby,Kuduro
445,/m/081rb,Writing
446,/m/0838f,Water
447,/m/083vt,Wood
448,/m/085jw,"Wind instrument, woodwind instrument"
449,/m/08cyft,Electronic dance music
450,/m/08j51y,"Dental drill, dentist's drill"
451,/m/08p9q4,Sidetone
452,/m/0912c9,"Vehicle horn, car horn, honking"
453,/m/0939n_,Gargling
454,/m/093_4n,Background noise
455,/m/096m7z,Noise
456,/m/09b5t,"Chicken, rooster"
457,/m/09ct_,Helicopter
458,/m/09d1b1,Tape hiss
459,/m/09d5_,Owl
460,/m/09ddx,Duck
461,/m/09dsr,Melody
462,/m/09f96,Mosquito
463,/m/09hlz4,Respiratory sounds
464,/m/09l8g,Human voice
465,/m/09ld4,Frog
466,/m/09t49,Rustling leaves
467,/m/09x0r,Speech
468,/m/09xqv,Cricket
469,/m/0_1c,Artillery fire
470,/m/0_ksk,Power tool
471,/m/0b128,Harmony
472,/m/0b9m1,Harmonic
473,/m/0b_fwt,Electronic tuner
474,/m/0bm02,Bass drum
475,/m/0bm0k,Crash cymbal
476,/m/0bmfpc,UK garage
477,/m/0bpl036,Human locomotion
478,/m/0brhx,Speech synthesizer
479,/m/0bt9lr,Dog
480,/m/0btp2,"Traffic noise, roadway noise"
481,/m/0bxl5,Rhodes piano
482,/m/0c1dj,Sound effect
483,/m/0c2wf,Typewriter
484,/m/0c3f7m,Fire alarm
485,/m/0cdnk,"Roaring cats (lions, tigers)"
486,/m/0cfdd,Drum machine
487,/m/0cfpc,Loudspeaker
488,/m/0ch8v,"Livestock, farm animals, working animals"
489,/m/0chx_,White noise
490,/m/0cj0r,Pink noise
491,/m/0cmf2,"Fixed-wing aircraft, airplane"
492,/m/0d31p,Vacuum cleaner
493,/m/0d8_n,Pizzicato
494,/m/0dbvp,Goose
495,/m/0dgbq,Civil defense siren
496,/m/0dgw9r,Human sounds
497,/m/0dl5d,Progressive rock
498,/m/0dl83,Arrow
499,/m/0dl9sf8,Throat clearing
500,/m/0dls3,Grunge
501,/m/0dq0md,Music of Bollywood
502,/m/0dv3j,Boiling
503,/m/0dv5r,Camera
504,/m/0dwsp,"Marimba, xylophone"
505,/m/0dwt5,Vibraphone
506,/m/0dwtp,Glockenspiel
507,/m/0dxrf,Frying (food)
508,/m/0f25s6,Cat communication
509,/m/0f8s22,Chime
510,/m/0fd3y,Ambient music
511,/m/0ffhf,"Donkey, ass"
512,/m/0fjy1,Wildfire
513,/m/0fqfqc,Drawer open or close
514,/m/0fx80y,Plucked string instrument
515,/m/0fx9l,Microwave oven
516,/m/0g12c5,Distortion
517,/m/0g293,Music of Latin America
518,/m/0g6b5,Fireworks
519,/m/0gg8l,Bluegrass
520,/m/0ggq0m,Classical music
521,/m/0ggx5q,Dance music
522,/m/0ghcn6,Growling
523,/m/0gkd1,Mellotron
524,/m/0glt670,Hip hop music
525,/m/0gvgw0,Air brake
526,/m/0gy1t2s,Bicycle bell
527,/m/0gywn,Soul music
528,/m/0h0rv,"Pigeon, dove"
529,/m/0h2mp,"Fly, housefly"
530,/m/0h9mv,Tire squeal
531,/m/0hdsk,Chirp tone
532,/m/0hg7b,Microphone
533,/m/0hsrw,"Sailboat, sailing ship"
534,/m/0j2kx,Waterfall
535,/m/0j45pbj,Mallet percussion
536,/m/0j6m2,Stream
537,/m/0jb2l,Thunderstorm
538,/m/0jbk,Animal
539,/m/0jtg0,Sitar
540,/m/0k4j,Car
541,/m/0k5j,Aircraft
542,/m/0k65p,Hands
543,/m/0kc2j,Loop
544,/m/0kpck,Soca music
545,/m/0kpv1t,Music genre
546,/m/0l14_3,Bowed string instrument
547,/m/0l14gg,Soundtrack music
548,/m/0l14j_,Flute
549,/m/0l14jd,Choir
550,/m/0l14l2,Shofar
551,/m/0l14md,Percussion
552,/m/0l14qv,Synthesizer
553,/m/0l14t7,Singing bowl
554,/m/0l156b,Steelpan
555,/m/0l156k,Whistle
556,/m/0l15bq,Clapping
557,/m/0l7xg,Gears
558,/m/0llzx,Sewing machine
559,/m/0ln16,Salsa music
560,/m/0ltv,"Race car, auto racing"
561,/m/0lyf6,Breathing
562,/m/0m0fw,Noise music
563,/m/0m0jc,Electronica
564,/m/0mbct,Gong
565,/m/0mkg,Accordion
566,/m/0n8zsc8,Trap music
567,/m/0ngt1,Thunder
568,/m/0pv6y,"Tinnitus, ringing in the ears"
569,/m/0xzly,Maraca
570,/m/0y4f8,Vocal music
571,/m/0y64j,Bugle
572,/m/0ytgt,"Child speech, kid speaking"
573,/m/0z9c,A capella
574,/m/0zmy2j9,"Velcro, hook and loop fastener"
575,/t/dd00001,Baby laughter
576,/t/dd00002,"Baby cry, infant cry"
577,/t/dd00003,Male singing
578,/t/dd00004,Female singing
579,/t/dd00005,Child singing
580,/t/dd00006,Synthetic singing
581,/t/dd00012,Human group actions
582,/t/dd00013,Children playing
583,/t/dd000138,Brief tone
584,/t/dd00018,Oink
585,/t/dd00027,Musical concepts
586,/t/dd00028,Music role
587,/t/dd00029,Birthday music
588,/t/dd00030,Music mood
589,/t/dd00031,Happy music
590,/t/dd00032,Funny music
591,/t/dd00033,Sad music
592,/t/dd00034,Tender music
593,/t/dd00035,Exciting music
594,/t/dd00036,Angry music
595,/t/dd00037,Scary music
596,/t/dd00038,Rain on surface
597,/t/dd00041,Sounds of things
598,/t/dd00048,Train wheels squealing
599,/t/dd00061,Non-motorized land vehicle
600,/t/dd00065,Light engine (high frequency)
601,/t/dd00066,Medium engine (mid frequency)
602,/t/dd00067,Heavy engine (low frequency)
603,/t/dd00071,"Domestic sounds, home sounds"
604,/t/dd00077,Mechanisms
605,/t/dd00088,Gush
606,/t/dd00089,Miscellaneous sources
607,/t/dd00091,Sound equipment
608,/t/dd00092,Wind noise (microphone)
609,/t/dd00093,Acoustic environment
610,/t/dd00098,Source-ambiguous sounds
611,/t/dd00099,Generic impact sounds
612,/t/dd00108,Clunk
613,/t/dd00109,Surface contact
614,/t/dd00110,Deformable shell
615,/t/dd00112,"Crumpling, crinkling"
616,/t/dd00118,Fizz
617,/t/dd00121,Boing
618,/t/dd00122,Other sourceless
619,/t/dd00123,"Channel, environment and background"
620,/t/dd00125,"Inside, small room"
621,/t/dd00126,"Inside, large room or hall"
622,/t/dd00127,"Inside, public space"
623,/t/dd00128,"Outside, urban or manmade"
624,/t/dd00129,"Outside, rural or natural"
625,/t/dd00130,Engine starting
626,/t/dd00133,Specific impact sounds
627,/t/dd00134,Car passing by
628,/t/dd00135,Children shouting
629,/t/dd00136,Whimper (dog)
630,/t/dd00139,Snort (horse)
631,/t/dd00140,Nicker
