index,mid,display_name
112,/m/02fxyj,Humming
113,/m/02g901,"Electric shaver, electric razor"
114,/m/02hnl,Drum kit
115,/m/02jz0l,"Water tap, faucet"
116,/m/02k_mr,Drum roll
117,/m/02l6bg,"Propeller, airscrew"
118,/m/02lkt,Electronic music
119,/m/02mfyn,Car alarm
120,/m/02mk9,Engine
121,/m/02mscn,Christian music
122,/m/02p01q,Filing (rasp)
123,/m/02p0sh1,Traditional music
124,/m/02p3nc,Hiccup
125,/m/02pjr4,Blender
126,/m/02qldy,"Narration, monologue"
127,/m/02qmj0d,String section
128,/m/02rhddq,Reversing beeps
129,/m/02rlv9,"Motorboat, speedboat"
130,/m/02rr_,Effects unit
131,/m/02rtxlg,Whispering
132,/m/02sgy,Electric guitar
133,/m/02v2lh,New-age music
134,/m/02w4v,Folk music
135,/m/02x8m,Funk
136,/m/02x984l,Mechanical fan
137,/m/02y_763,Sliding door
138,/m/02yds9,Purr
139,/m/02z32qm,Fusillade
140,/m/02zsn,"Female speech, woman speaking"
141,/m/030rvx,Buzzer
142,/m/0316dw,Typing
143,/m/0319l,French horn
144,/m/0326g,Flamenco
145,/m/032n05,Whale vocalization
146,/m/032s66,"Gunshot, gunfire"
147,/m/0342h,Guitar
148,/m/034srq,"Waves, surf"
149,/m/0395lw,Bell
150,/m/039jq,Glass
151,/m/03_d0,Jazz
152,/m/03cczk,"Chewing, mastication"
153,/m/03cl9h,"Ice cream truck, ice cream van"
154,/m/03dnzn,Bathtub (filling or washing)
155,/m/03fwl,Goat
156,/m/03gvt,Hammond organ
157,/m/03j1ly,Emergency vehicle
158,/m/03k3r,Horse
159,/m/03kmc9,Siren
160,/m/03l9g,Hammer
161,/m/03lty,Heavy metal
162,/m/03m5k,Harp
163,/m/03m9d0z,Wind
164,/m/03mb9,House music
165,/m/03p19w,Jackhammer
166,/m/03q5_w,"Burping, eructation"
167,/m/03q5t,Harpsichord
168,/m/03qc9zr,Screaming
169,/m/03qjg,Harmonica
170,/m/03qtq,Hi-hat
171,/m/03qtwd,Crowd
172,/m/03r5q_,Jingle (music)
173,/m/03t3fj,Rimshot
174,/m/03v3yw,Keys jangling
175,/m/03vt0,Insect
176,/m/03w41f,Church bell
177,/m/03wvsk,Hair dryer
178,/m/03wwcy,Doorbell
179,/m/03xq_f,Electronic organ
180,/m/04229,Jet engine
181,/m/042v_gx,Acoustic guitar
182,/m/0463cq4,"Crying, sobbing"
183,/m/046dlr,Alarm clock
184,/m/04_sv,Motorcycle
185,/m/04brg2,"Dishes, pots, and pans"
186,/m/04cvmfc,Roar
187,/m/04fgwm,Electric toothbrush
188,/m/04fq5q,Foghorn
189,/m/04gxbd,"Power windows, electric windows"
190,/m/04gy_2,Battle cry
191,/m/04k94,Liquid
192,/m/04qvtq,Police car (siren)
193,/m/04rlf,Music
194,/m/04rmv,Mouse
195,/m/04rzd,Mandolin
196,/m/04s8yn,Crow
197,/m/04szw,Musical instrument
198,/m/04wptg,Wedding music
199,/m/04zjc,Machine gun
200,/m/04zmvq,Train whistle
201,/m/05148p4,Keyboard (musical)
202,/m/053hz1,Cheering
203,/m/056ks2,"Rowboat, canoe, kayak"
204,/m/059j3w,Natural sounds
205,/m/05_wcq,"Bird flight, flapping wings"
206,/m/05fw6t,Music for children
207,/m/05kq4,Ocean
208,/m/05lls,Opera
209,/m/05n1m,Onomatopoeia
210,/m/05pd6,Orchestra
211,/m/05r5c,Piano
212,/m/05r5wn,Rattle (instrument)
213,/m/05r6t,Punk rock
214,/m/05rj2,Shuffling cards
215,/m/05rwpb,Independent music
216,/m/05tny_,Bark
217,/m/05w3f,Psychedelic rock
218,/m/05x_td,"Air horn, truck horn"
219,/m/05zc1,Pulleys
220,/m/05zppz,"Male speech, man speaking"
221,/m/0642b4,Cupboard open or close
222,/m/064t9,Pop music
223,/m/068hy,"Domestic animals, pets"
224,/m/068zj,Pig
225,/m/06_fw,Skateboard
226,/m/06_y0by,Environmental noise
227,/m/06bxc,Rapping
228,/m/06by7,Rock music
229,/m/06bz3,Radio
230,/m/06cqb,Reggae
231,/m/06d_3,Rail transport
232,/m/06h7j,Run
233,/m/06hck5,Steam whistle
234,/m/06hps,"Rodents, rats, mice"
235,/m/06j64v,Middle Eastern music
236,/m/06j6l,Rhythm and blues
237,/m/06mb1,Rain
238,/m/06ncr,Saxophone
239,/m/06q74,Ship
240,/m/06rqw,Ska
241,/m/06rvn,Snare drum
242,/m/06w87,"Steel guitar, slide guitar"
243,/m/06wzb,Steam
244,/m/06xkwv,Mains hum
245,/m/073cg4,Cap gun
246,/m/074ft,Song
247,/m/078jl,Snake
248,/m/0790c,Sonar
249,/m/07bgp,Sheep
250,/m/07bjf,Single-lens reflex camera
251,/m/07bm98,Sound reproduction
252,/m/07brj,Tambourine
253,/m/07c52,Television
254,/m/07c6l,Trombone
255,/m/07cx4,Telephone
256,/m/07gql,Trumpet
257,/m/07gxw,Techno
258,/m/07hvw1,Field recording
259,/m/07jdr,Train
260,/m/07k1x,Tools
261,/m/07kc_,Theremin
262,/m/07lnk,Trance music
263,/m/07m2kt,Chorus effect
264,/m/07mzm6,Wheeze
265,/m/07n_g,Tuning fork
266,/m/07p6fty,Shout
267,/m/07p6mqd,Slosh
268,/m/07p78v5,Zing
269,/m/07p7b8y,Fill (with liquid)
270,/m/07p9k1k,Sizzle
271,/m/07p_0gm,Throbbing
272,/m/07pb8fc,Idling
273,/m/07pbtc8,"Walk, footsteps"
274,/m/07pc8lb,Breaking
275,/m/07pczhz,Chop
276,/m/07pdhp0,Biting
277,/m/07pdjhy,Rub
278,/m/07pggtn,"Chirp, tweet"
279,/m/07phhsh,Rumble
280,/m/07phxs1,Ding
281,/m/07pjjrj,"Smash, crash"
282,/m/07pjwq1,Buzz
283,/m/07pkxdp,Lullaby
284,/m/07pl1bw,Splinter
285,/m/07plct2,Crushing
286,/m/07plz5l,Sigh
287,/m/07pn_8q,Chopping (food)
288,/m/07pp8cl,Telephone bell ringing
289,/m/07pp_mv,Alarm
290,/m/07ppn3j,Sniff
291,/m/07pqc89,"Trickle, dribble"
292,/m/07pqn27,Bouncing
293,/m/07prgkl,Pour
294,/m/07pt_g0,Pulse
295,/m/07ptfmf,Stir
296,/m/07ptzwd,Pump (liquid)
297,/m/07pws3f,Bang
298,/m/07pxg6y,Eruption
299,/m/07pyf11,Flap
300,/m/07pyy8b,Pant
301,/m/07pzfmf,Crackle
302,/m/07q0h5t,Bleat
303,/m/07q0yl5,Snort
304,/m/07q2z82,"Accelerating, revving, vroom"
305,/m/07q4ntr,Bellow
306,/m/07q5rw0,"Neigh, whinny"
307,/m/07q6cd_,Squeak
308,/m/07q7njn,"Chink, clink"
309,/m/07qb_dv,Scratch
310,/m/07qc9xj,Clicking
311,/m/07qcpgn,Tap
312,/m/07qcx4z,Tearing
313,/m/07qdb04,Quack
314,/m/07qf0zm,Howl
315,/m/07qfgpx,"Jingle, tinkle"
316,/m/07qfr4h,"Hubbub, speech noise, speech babble"
317,/m/07qh7jl,Creak
318,/m/07qjznl,Tick-tock
319,/m/07qjznt,Tick
320,/m/07qlf79,Spray
321,/m/07qlwh6,Squish
322,/m/07qmpdm,Clatter
323,/m/07qn4z3,Rattle
324,/m/07qn5dc,"Crowing, cock-a-doodle-doo"
325,/m/07qnq_y,"Thump, thud"
326,/m/07qqyl4,Boom
327,/m/07qrkrw,Meow
328,/m/07qs1cx,Crack
329,/m/07qsvvw,"Burst, pop"
330,/m/07qv4k0,Scrape
331,/m/07qv_d5,Toot
332,/m/07qv_x_,Shuffle
333,/m/07qw_06,"Wail, moan"
334,/m/07qwdck,Ping
335,/m/07qwf61,Honk
336,/m/07qwyj0,Rustle
337,/m/07qyrcz,Plop
338,/m/07qz6j3,Whimper
339,/m/07r04,Truck
340,/m/07r10fb,Raindrop
341,/m/07r4gkf,Patter
342,/m/07r4k75,Grunt
343,/m/07r4wb8,Knock
344,/m/07r5c2p,Caw
345,/m/07r5v4s,Drip
346,/m/07r660_,Giggle
347,/m/07r67yg,Ding-dong
348,/m/07r81j2,Caterwaul
349,/m/07r_25d,Coo
350,/m/07r_80w,Hoot
351,/m/07r_k2n,Yip
352,/m/07rbp7_,Whip
353,/m/07rc7d9,Bow-wow
354,/m/07rcgpl,Hum
355,/m/07rdhzs,"Whack, thwack"
356,/m/07rgkc5,Static
357,/m/07rgt08,"Chuckle, chortle"
358,/m/07rjwbb,Hiss
359,/m/07rjzl8,Slam
360,/m/07rkbfh,Chatter
361,/m/07rknqz,Skidding
362,/m/07rn7sz,Shatter
363,/m/07rpkh9,Moo
364,/m/07rqsjt,"Whoosh, swoosh, swish"
365,/m/07rrh0c,Thunk
366,/m/07rrlb6,"Splash, splatter"
367,/m/07rv4dm,Clang
368,/m/07rv9rh,Clip-clop
369,/m/07rwj3x,Whoop
370,/m/07rwm0c,Clickety-clack
371,/m/07ryjzk,"Slap, smack"
372,/m/07s02z0,Squeal
373,/m/07s04w4,Snicker
374,/m/07s0dtb,Gasp
375,/m/07s0s5r,Strum
376,/m/07s12q4,Crunch
377,/m/07s2xch,Groan
378,/m/07s34ls,Whir
379,/m/07s72n,Dubstep
380,/m/07s8j8t,Roll
381,/m/07sbbz2,Rock and roll
382,/m/07sq110,Belly laugh
383,/m/07sr1lc,Yell
384,/m/07st88b,Croak
385,/m/07st89h,Cluck
386,/m/07svc2k,Gobble
387,/m/07swgks,Gurgling
388,/m/07sx8x_,Squawk
389,/m/07szfh9,Cacophony
390,/m/07xzm,Ukulele
391,/m/07y_7,"Violin, fiddle"
392,/m/07yv9,Vehicle
393,/m/081rb,Writing
394,/m/0838f,Water
395,/m/083vt,Wood
396,/m/085jw,"Wind instrument, woodwind instrument"
397,/m/08cyft,Electronic dance music
398,/m/08j51y,"Dental drill, dentist's drill"
399,/m/08p9q4,Sidetone
400,/m/0912c9,"Vehicle horn, car horn, honking"
401,/m/0939n_,Gargling
402,/m/093_4n,Background noise
403,/m/096m7z,Noise
404,/m/09b5t,"Chicken, rooster"
405,/m/09ct_,Helicopter
406,/m/09d5_,Owl
407,/m/09ddx,Duck
408,/m/09f96,Mosquito
409,/m/09hlz4,Respiratory sounds
410,/m/09l8g,Human voice
411,/m/09ld4,Frog
412,/m/09t49,Rustling leaves
413,/m/09x0r,Speech
414,/m/09xqv,Cricket
415,/m/0_1c,Artillery fire
416,/m/0_ksk,Power tool
417,/m/0b9m1,Harmonic
418,/m/0b_fwt,Electronic tuner
419,/m/0bm02,Bass drum
420,/m/0bpl036,Human locomotion
421,/m/0brhx,Speech synthesizer
422,/m/0bt9lr,Dog
423,/m/0btp2,"Traffic noise, roadway noise"
424,/m/0c1dj,Sound effect
425,/m/0c2wf,Typewriter
426,/m/0c3f7m,Fire alarm
427,/m/0cdnk,"Roaring cats (lions, tigers)"
428,/m/0cfdd,Drum machine
429,/m/0ch8v,"Livestock, farm animals, working animals"
430,/m/0chx_,White noise
431,/m/0cj0r,Pink noise
432,/m/0cmf2,"Fixed-wing aircraft, airplane"
433,/m/0d31p,Vacuum cleaner
434,/m/0d8_n,Pizzicato
435,/m/0dbvp,Goose
436,/m/0dgbq,Civil defense siren
437,/m/0dgw9r,Human sounds
438,/m/0dl5d,Progressive rock
439,/m/0dl83,Arrow
440,/m/0dl9sf8,Throat clearing
441,/m/0dls3,Grunge
442,/m/0dq0md,Music of Bollywood
443,/m/0dv3j,Boiling
444,/m/0dv5r,Camera
445,/m/0dwsp,"Marimba, xylophone"
446,/m/0dwt5,Vibraphone
447,/m/0dwtp,Glockenspiel
448,/m/0dxrf,Frying (food)
449,/m/0f8s22,Chime
450,/m/0fd3y,Ambient music
451,/m/0fqfqc,Drawer open or close
452,/m/0fx80y,Plucked string instrument
453,/m/0fx9l,Microwave oven
454,/m/0g12c5,Distortion
455,/m/0g293,Music of Latin America
456,/m/0g6b5,Fireworks
457,/m/0gg8l,Bluegrass
458,/m/0ggq0m,Classical music
459,/m/0ggx5q,Dance music
460,/m/0ghcn6,Growling
461,/m/0glt670,Hip hop music
462,/m/0gvgw0,Air brake
463,/m/0gy1t2s,Bicycle bell
464,/m/0gywn,Soul music
465,/m/0h0rv,"Pigeon, dove"
466,/m/0h2mp,"Fly, housefly"
467,/m/0h9mv,Tire squeal
468,/m/0hdsk,Chirp tone
469,/m/0hsrw,"Sailboat, sailing ship"
470,/m/0j2kx,Waterfall
471,/m/0j45pbj,Mallet percussion
472,/m/0j6m2,Stream
473,/m/0jb2l,Thunderstorm
474,/m/0jbk,Animal
475,/m/0jtg0,Sitar
476,/m/0k4j,Car
477,/m/0k5j,Aircraft
478,/m/0k65p,Hands
479,/m/0kpv1t,Music genre
480,/m/0l14_3,Bowed string instrument
481,/m/0l14gg,Soundtrack music
482,/m/0l14j_,Flute
483,/m/0l14jd,Choir
484,/m/0l14l2,Shofar
485,/m/0l14md,Percussion
486,/m/0l14qv,Synthesizer
487,/m/0l14t7,Singing bowl
488,/m/0l156b,Steelpan
489,/m/0l156k,Whistle
490,/m/0l15bq,Clapping
491,/m/0l7xg,Gears
492,/m/0llzx,Sewing machine
493,/m/0ln16,Salsa music
494,/m/0ltv,"Race car, auto racing"
495,/m/0lyf6,Breathing
496,/m/0m0jc,Electronica
497,/m/0mbct,Gong
498,/m/0mkg,Accordion
499,/m/0ngt1,Thunder
500,/m/0xzly,Maraca
501,/m/0y4f8,Vocal music
502,/m/0ytgt,"Child speech, kid speaking"
503,/m/0z9c,A capella
504,/t/dd00001,Baby laughter
505,/t/dd00002,"Baby cry, infant cry"
506,/t/dd00003,Male singing
507,/t/dd00004,Female singing
508,/t/dd00005,Child singing
509,/t/dd00006,Synthetic singing
510,/t/dd00012,Human group actions
511,/t/dd00013,Children playing
512,/t/dd000138,Brief tone
513,/t/dd00018,Oink
514,/t/dd00027,Musical concepts
515,/t/dd00028,Music role
516,/t/dd00030,Music mood
517,/t/dd00031,Happy music
518,/t/dd00032,Funny music
519,/t/dd00033,Sad music
520,/t/dd00034,Tender music
521,/t/dd00035,Exciting music
522,/t/dd00036,Angry music
523,/t/dd00037,Scary music
524,/t/dd00038,Rain on surface
525,/t/dd00041,Sounds of things
526,/t/dd00048,Train wheels squealing
527,/t/dd00061,Non-motorized land vehicle
528,/t/dd00065,Light engine (high frequency)
529,/t/dd00066,Medium engine (mid frequency)
530,/t/dd00067,Heavy engine (low frequency)
531,/t/dd00071,"Domestic sounds, home sounds"
532,/t/dd00077,Mechanisms
533,/t/dd00088,Gush
534,/t/dd00089,Miscellaneous sources
535,/t/dd00091,Sound equipment
536,/t/dd00092,Wind noise (microphone)
537,/t/dd00093,Acoustic environment
538,/t/dd00098,Source-ambiguous sounds
539,/t/dd00099,Generic impact sounds
540,/t/dd00109,Surface contact
541,/t/dd00110,Deformable shell
542,/t/dd00112,"Crumpling, crinkling"
543,/t/dd00121,Boing
544,/t/dd00122,Other sourceless
545,/t/dd00123,"Channel, environment and background"
546,/t/dd00125,"Inside, small room"
547,/t/dd00126,"Inside, large room or hall"
548,/t/dd00127,"Inside, public space"
549,/t/dd00128,"Outside, urban or manmade"
550,/t/dd00129,"Outside, rural or natural"
551,/t/dd00130,Engine starting
552,/t/dd00133,Specific impact sounds
553,/t/dd00134,Car passing by
554,/t/dd00135,Children shouting
555,/t/dd00136,Whimper (dog)
